City/Town,Lat,Long,Date,Confirmed,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-07,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-07,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-07,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-07,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-07,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-07,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-07,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-07,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-07,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-07,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-07,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-07,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-07,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-08,1,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-08,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-08,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-08,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-08,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-08,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-08,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-08,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-08,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-08,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-08,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-08,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-08,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-08,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-08,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-08,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-08,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-08,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-08,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-08,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-08,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-08,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-08,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-08,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-08,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-08,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-08,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-08,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-08,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-08,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-08,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-08,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-08,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-09,1,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-09,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-09,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-09,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-09,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-09,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-09,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-09,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-09,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-09,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-09,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-09,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-09,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-09,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-09,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-09,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-09,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-09,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-09,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-09,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-09,2,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-09,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-09,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-09,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-09,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-09,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-09,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-09,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-09,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-09,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-09,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-09,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-09,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-10,0,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-10,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-10,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-10,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-10,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-10,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-10,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-10,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-10,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-10,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-10,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-10,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-10,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-10,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-10,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-10,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-10,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-10,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-10,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-10,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-10,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-10,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-10,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-10,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-10,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-10,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-10,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-10,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-10,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-10,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-10,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-10,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-10,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-11,0,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-11,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-11,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-11,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-11,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-11,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-11,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-11,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-11,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-11,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-11,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-11,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-11,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-11,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-11,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-11,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-11,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-11,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-11,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-11,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-11,2,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-11,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-11,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-11,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-11,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-11,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-11,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-11,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-11,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-11,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-11,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-11,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-11,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-12,0,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-12,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-12,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-12,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-12,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-12,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-12,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-12,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-12,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-12,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-12,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-12,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-12,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-12,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-12,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-12,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-12,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-12,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-12,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-12,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-12,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-12,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-12,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-12,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-12,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-12,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-12,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-12,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-12,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-12,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-12,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-12,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-12,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-13,0,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-13,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-13,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-13,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-13,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-13,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-13,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-13,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-13,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-13,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-13,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-13,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-13,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-13,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-13,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-13,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-13,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-13,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-13,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-13,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-13,4,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-13,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-13,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-13,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-13,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-13,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-13,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-13,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-13,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-13,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-13,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-13,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-13,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-14,1,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-14,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-14,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-14,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-14,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-14,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-14,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-14,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-14,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-14,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-14,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-14,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-14,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-14,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-14,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-14,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-14,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-14,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-14,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-14,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-14,5,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-14,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-14,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-14,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-14,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-14,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-14,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-14,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-14,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-14,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-14,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-14,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-14,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-15,0,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-15,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-15,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-15,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-15,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-15,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-15,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-15,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-15,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-15,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-15,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-15,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-15,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-15,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-15,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-15,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-15,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-15,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-15,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-15,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-15,0,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-15,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-15,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-15,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-15,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-15,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-15,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-15,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-15,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-15,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-15,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-15,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-15,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-16,1,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-16,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-16,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-16,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-16,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-16,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-16,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-16,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-16,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-16,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-16,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-16,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-16,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-16,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-16,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-16,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-16,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-16,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-16,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-16,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-16,4,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-16,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-16,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-16,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-16,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-16,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-16,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-16,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-16,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-16,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-16,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-16,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-16,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-17,4,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-17,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-17,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-17,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-17,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-17,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-17,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-17,0,,,,,,,,,,,,,
Shtip,41.7458305,22.1958294,2020-03-17,0,,,,,,,,,,,,,
Strumica,41.4375,22.6433296,2020-03-17,0,,,,,,,,,,,,,
Kavadarci,41.4330597,22.01194,2020-03-17,0,,,,,,,,,,,,,
Struga,41.17799,20.6778393,2020-03-17,0,,,,,,,,,,,,,
Kochani,41.9163895,22.4127808,2020-03-17,0,,,,,,,,,,,,,
Ki?evo,41.5126686,20.9588604,2020-03-17,0,,,,,,,,,,,,,
Radovis,41.6383286,22.4647198,2020-03-17,0,,,,,,,,,,,,,
Kriva Palanka,42.2008781,22.3324394,2020-03-17,0,,,,,,,,,,,,,
Gevgelija ,41.1416588,22.5014095,2020-03-17,0,,,,,,,,,,,,,
Negotino,41.4845581,22.0905609,2020-03-17,0,,,,,,,,,,,,,
Resen,41.0893402,21.0109196,2020-03-17,0,,,,,,,,,,,,,
Delcevo ,41.9672203,22.7694397,2020-03-17,0,,,,,,,,,,,,,
Debar,41.5244408,20.52421,2020-03-17,4,,,,,,,,,,,,,
Vinica,41.8827782,22.5091705,2020-03-17,0,,,,,,,,,,,,,
Berovo,41.7030602,22.8577805,2020-03-17,0,,,,,,,,,,,,,
Sveti Nikole,41.8695602,21.9527397,2020-03-17,0,,,,,,,,,,,,,
Probishtip,42.0030594,22.1786098,2020-03-17,0,,,,,,,,,,,,,
Kratovo,42.0783806,22.1807003,2020-03-17,0,,,,,,,,,,,,,
Bogdanci,41.2030602,22.5755596,2020-03-17,0,,,,,,,,,,,,,
Demir Kapija,41.4061317,22.2463093,2020-03-17,0,,,,,,,,,,,,,
Makedonski Brod ,41.5136108,21.2152805,2020-03-17,0,,,,,,,,,,,,,
Krusevo,41.3688889,21.2488899,2020-03-17,0,,,,,,,,,,,,,
Valandovo,41.31744,22.5600204,2020-03-17,0,,,,,,,,,,,,,
Gradsko,41.5774994,21.9427795,2020-03-17,0,,,,,,,,,,,,,
Dojran,41.18647,22.7203007,2020-03-17,0,,,,,,,,,,,,,
Skopje,41.99646,21.4314098,2020-03-18,8,,,,,,,,,,,,,
Bitola,41.0314293,21.3347397,2020-03-18,0,,,,,,,,,,,,,
Kumanovo,42.1322212,21.7144394,2020-03-18,0,,,,,,,,,,,,,
Prilep,41.3451385,21.5550404,2020-03-18,0,,,,,,,,,,,,,
Tetovo,42.0097313,20.97155,2020-03-18,0,,,,,,,,,,,,,
Veles,41.7155609,21.7755604,2020-03-18,0,,,,,,,,,,,,,
Ohrid,41.1172218,20.8019409,2020-03-18,0,,,,,,,,,,,,,
Gostivar,41.7960091,20.9081898,2020-03-18,0,,,,,,,,,,,,,
